rank	split_69001	split_69002	split_69003	split_69004	split_69005
2021	FYB1	BABAM2	ZRANB2	RFLNB	PSMB4
2022	__Psap	__Cblb	__Rtn3	__Wdr26	__Kbtbd11
2023	__Pcx	USP47	GDI2	KLF6	SLC43A3
2024	PHIP	MRPL23	TNFSF14	__Mtdh	NUSAP1
2025	USP47	__Cyc1	TOMM5	PAN3	__Fkbp3
2026	__Romo1	CCT2	SSRP1	SATB1-AS1	__Racgap1
2027	__Rcbtb1	__Zbtb7a	__Srpk1	__Esd	HERC4
2028	MVD	__Spcs1	CD63	HIGD2A	BPTF
2029	__Atp6v0c	GTDC1	KPNA2	__Hectd1	HNRNPA0
2030	WARS	SETD5	__Slbp	SHMT2	__Cd28
2031	__Ldlr	CCNB1	__Tmem59	__Cradd	PMF1
2032	__Lman2	__Psap	HCST	UBE2F	SARNP
2033	RAPGEF1	UBR5	PSMC1	__Gmnn	PPP6R3
2034	RXRA	__Ckap5	PPP2R5C	__Fbl	__Rbms1
2035	MED13L	__Gadd45gip1	__Cd81	MT-ND4L	__Cdk1
2036	__Ndufb3	__Evl	SYNCRIP	PACS1	PFKP
2037	__Csrp1	ITPR2	__Ppp1cc	__Hk1	TNFRSF8
2038	__Asxl1	__Irf8	TXN2	__Vasp	EWSR1
2039	__Mapkapk2	LONP1	__Rfx7	SKP1	MICOS10
2040	RRP7A	__Csrp1	__Def6	__Ssh2	RNPS1
2041	__Tbca	__Rcbtb1	SRPK2	CKS2	STK10
2042	DNMT1	SLC43A3	__Rbms1	P2RY8	__Iqgap2
2043	__Irf8	TRA2B	__Rnasek	__Foxo1	PSMC1
2044	__Cblb	ESYT2	__Aak1	__Srpk1	__Msi2
2045	ESYT2	UBE2F	__Zcchc7	RAB11A	ACP1
2046	__Saraf	CARHSP1	KANSL1	BANF1	HNRNPR
2047	TCEA1	MFHAS1	PUM2	SLAMF1	SFI1
2048	__Myl12b	__Asxl1	__Sfpq	__Morf4l1	U2SURP
2049	CDT1	ITGB7	__Fkbp3	MDH1	DDX39B
2050	__Zbtb7a	PHTF2	RBMX	PSMA5	SCD
2051	PHTF2	__Ggnbp2	ENO2	OGT	__Selenok
2052	TXN2	YWHAZ	POLR2L	NOL7	__Hectd1
2053	CEP85L	__Ppp1cc	KHDRBS1	__Pds5a	__Gpx1
2054	RAB8B	TXNDC17	YWHAE	MTFP1	__Wasf2
2055	MFHAS1	__Rbms1	AURKB	HELZ	__Adamts6
2056	__Fkbp8	ENO2	__Stc2	__Ndufb3	TOMM5
2057	__Sec62	LUC7L2	__Adamts6	__Drap1	__Rer1
2058	__Ggnbp2	SLAMF1	YWHAQ	UBE2R2	SNRPC
2059	__Cdk1	__Lman2	__Ak2	UQCRC1	__Hp1bp3
2060	__Nktr	__Tmpo	EIF3G	__Cct4	CLASP1
2061	NDUFS8	RXRA	ZNF638	__Aak1	__Cd81
2062	AP2M1	HNRNPF	OSBPL3	__Ndufb1-ps	__Usp34
2063	FMNL1	__Chd2	ZNF148	__Srsf11	SNRPA1
2064	GTDC1	SSR3	BPTF	NCOA2	__Prc1
2065	SLC43A3	SNRNP70	KIF5B	__Tmem59	__Cct3
2066	HNRNPF	__Myl12b	__Arhgef3	__Acly	TPX2
2067	AURKB	AP2M1	__Myh9	VPS13B	WDR1
2068	SETD5	RAPGEF1	__Ahcyl2	__Nup210	__Arih1
2069	TMEM123	__Itih5	METAP2	YWHAE	__Aurkaip1
2070	__Pdia6	__Pvt1	__Eif3e	CD47	RBMX
2071	__Arhgef3	__Ier2	WDR1	TSPAN5	MRPS24
2072	__Rbms1	MVD	__Eif6	TCF12	ZNF638
2073	__Nop10	IGF2R	__Ier2	KDM2A	CHD4
2074	__Aurkaip1	TMEM123	ASXL1	EIF3G	__Glud1
2075	__Hdac7	TNRC6B	__Mrpl33	ATP5ME	SETD5
2076	SLAMF1	__Atp6v0c	__Micos13	CYC1	METAP2
2077	TXNDC17	IQGAP2	__Cd28	HERPUD1	EIF3B
2078	REX1BD	__Rer1	CXCL8	__Ddb1	__Uqcrc1
2079	ASPM	__Pcx	__Ifngr1	HSPA9	__Setx
2080	__Ckap5	CDT1	__Ptbp3	AC004585.1	C11orf58
2081	__Tmpo	__Neil3	__Cops9	__Gm47283	SRM
2082	__Ppp1cc	MRPL41	__Ssb	__Rhog	SLAMF1
2083	__Ak2	AURKB	TCEA1	__Grk2	MAP2K3
2084	IGF2R	WNK1	SETD5	CCSER2	TCEA1
2085	RPS6KA5	__Fkbp8	__Glud1	__Hnrnpm	KANSL1
2086	__Cd81	YWHAE	__Pcgf5	CD37	GNB2
2087	KIF5B	__Hdac7	EPRS	__Gm8369	__Rtn3
2088	MRPL41	N4BP2L2	MOB3A	NUP58	YWHAQ
2089	__Cdk4	MRPL57	CD5	__Tbc1d1	ZC3HAV1
2090	ANXA2	__Csk	CHD4	ZMYM2	__Ywhaz
2091	__Csk	__Ldlr	C11orf58	HNRNPA3	__Rfx7
2092	EIF3G	FTX	__Usp34	__Ssr2	CXCL8
2093	LUC7L2	DDX39B	ELL2	__Socs2	YWHAE
2094	ENO2	KHDRBS1	__Arih1	PNISR	__Ssb
2095	TRA2B	__Plcl2	__Pdia3	__Atxn7l1	FARS2
2096	P4HA1	EPRS	PMF1	NDFIP2	ELL2
2097	TNFSF14	MT1X	__Trip12	__Ccr7	ASXL1
2098	__Klf13	CHD4	__Tmpo	__Metap2	ZRANB2
2099	GDI2	HIVEP1	__Cct3	MORF4L1	BABAM2
2100	ITPR2	FMNL1	ARID1B	__Pdia3	WARS
2101	EPRS	__Uqcrb	__Brk1	SAP18	__Trip12
2102	KHDRBS1	__Cd81	__Ndufc1	__Cd82	EIF3G
2103	FAM174C	__Kif11	FLOT1	KHDRBS1	ERH
2104	__Tmem59	RRP7A	N4BP2L2	ECH1	__Ssrp1
2105	SRSF4	__Cdk1	__Uqcrfs1	__Rtraf	__Tmem59
2106	__Psmb7	__Wipf1	LUC7L2	ARL6IP5	__Arhgef3
2107	__Def6	TXN2	EIF3B	__Mycbp2	PUM2
2108	__Pvt1	STK17B	__Hnrnpd	STK4	FAM174C
2109	CARD11	NDUFS8	TNFRSF8	__Me2	__Pcgf5
2110	YWHAE	__Eif6	CDC42	__Mthfd1l	__Jmjd1c
2111	__Nipbl	GDI2	SNRPC	__Eif3d	__Ptbp3
2112	__Neil3	__Micos13	ERH	RNF187	ARID1B
2113	EZH2	WARS	AK2	__Ndufb5	__Tbca
2114	CD63	__Psmb7	__Hspa4	PSMD4	__Iqgap1
2115	__Psmc3	EXOC4	USP47	RPL7L1	KHDRBS1
2116	__Plcl2	__Cdk4	__Pcyt2	CHD4	N4BP2L2
2117	MRPL57	__Tmem59	HIGD2A	PSMB5	TMEM123
2118	CHD4	TNFSF14	LSM14A	ZNF609	__Ndufb5
2119	DDX39B	SUPT3H	POLD2	SF3B5	USP47
2120	RBM3	__Camk2d	MRPL52	NDUFB10	__Jarid2
2121	N4BP2L2	__Ak2	__Psenen	FANCI	HMGN3
2122	__Kif11	__Pdia6	NFAT5	ASCC3	PAFAH1B1
2123	__Ppp1r12a	__Apobec3	SLC38A2	ATP5F1C	EIF3I
2124	__Uqcrb	SRSF10	PAFAH1B1	__Pcx	NFAT5
2125	__Micos13	KIF5B	SLC7A5	__Kcnn4	PHIP
2126	MAF	__Ppp1r12a	__Hectd1	__Tnfsf8	TRAF3IP3
2127	__Itih5	__Cwc15	__Uqcrc1	__Atox1	__Bub3
2128	__Chd2	ANXA2	__Hp1bp3	__Lpp	__Ckap5
2129	STK17B	__Fnip1	SRSF4	__Lnpep	__Lig1
2130	__Cyfip2	CD63	AC004585.1	__Cnn2	CAPZA1
2131	IQGAP2	__Cyfip2	NDUFB10	ATOX1	__Sfpq
2132	__Apobec3	ST8SIA4	__Iqgap1	__Wasf2	AC004585.1
2133	__Camk2d	__Ptbp1	FAM174C	__Tpm4	NDUFB10
2134	__Tesc	__Mapkapk2	PFKP	MRPS6	__Uqcrfs1
2135	__Ewsr1	TOMM5	__Iqgap2	SRRM1	LUC7L2
2136	__Cwc15	EIF3G	SRM	INSIG2	AK2
2137	__Ndufb5	__Fam169b	MRPS24	SETD5	SRSF4
2138	AC004585.1	SRSF4	STK10	__Mxi1	PPP2R5C
2139	__H13	RBM3	__Pcx	TIMM13	__Hk1
2140	__Cycs	YWHAQ	__Jmjd1c	__Psmd4	__Ifngr1
2141	TOMM20	REX1BD	__Racgap1	EIF4G3	MIIP
2142	ST8SIA4	MKLN1	TMEM123	EIF4G2	__Klf2
2143	SUPT3H	CARD11	HNRNPR	__Aurkaip1	BSG
2144	MKLN1	__Nipbl	GPHN	HIF1A	__Ppp1r12a
2145	YWHAZ	__Aurkaip1	BATF3	__Tsn	__Hnrnpd
2146	SRSF10	__Klf13	__Hk1	OGA	JAK1
2147	__Cct3	CCDC167	LONP1	CALR	__Ndufb3
2148	PFKP	METAP2	U2SURP	SMARCC1	__Cct4
2149	CXCL8	__Fasn	NFKB1	__Ncaph2	HP1BP3
2150	WNK1	PRKCB	MPHOSPH8	DIAPH1	MT-ND4L
2151	NDUFB10	__Hectd1	SHMT2	RAPGEF6	__Slbp
2152	ERP29	__Ewsr1	__Samsn1	CLPP	__Hdac7
2153	SARNP	TMPO	PTGIR	__Tfrc	__Camk2d
2154	PRR13	PFKP	__Ass1	FAM174C	ILF2
2155	MRPS24	POU2F2	NCOR1	MOB3A	__Snhg1
2156	TNRC6B	__Psmc3	__Aldoc	__Pkn1	CDT1
2157	__Stc2	__Emg1	FARS2	PITPNC1	__Erp29
2158	YWHAQ	ASPM	__Aurkaip1	SEMA4D	OSBPL3
2159	SEPTIN1	PRR13	MAP4	__Dynlrb1	PSMB5
2160	LMAN2	BACH2	KMT2A	UBE2V1	PSMD7
2161	__Wipf1	GRK3	SSR3	IL7R	__Brk1
2162	FTX	HMGN3	__Plekha2	SYNCRIP	__Aldoc
2163	FLOT1	NDUFB10	__Itgb3	__Srp9	ATP5F1C
2164	MANF	MOB3A	MRPS6	ZRANB2	__Arid5b
2165	__Fnip1	__Prkch	__Ndufb5	SFPQ	MAP2K2
2166	__Ptbp1	__H13	__Rab8b	__Cdca3	NGLY1
2167	MOB3A	SARNP	SMC2	__Gng2	__Rnasek
2168	__Trim25	AC004585.1	__Fbl	__Micos13	__Fam169b
2169	HIVEP1	__Tnrc6b	__Kif5b	LRRC8B	__Pdcd4
2170	__Emg1	LMAN2	JAK1	COP1	SSR3
2171	CCDC167	LAMTOR2	__Ckap5	NFATC2	MKLN1
2172	EXOC4	__Trim25	__Csk	__Rbm25	__Tpx2
2173	HMGN3	__Selenok	ATP5F1C	STK24	SLC7A5
2174	LAMTOR2	__Cycs	MT-ND4L	MAST4	__Fasn
2175	TOMM5	__Pik3cd	CCT6A	SIT1	POLR2L
2176	ACP1	__Stc2	__Snhg1	__Nol7	RPL7L1
2177	SSRP1	PGAP1	__Hnrnpm	SLTM	SH2D2A
2178	DDB1	__Def6	__Jarid2	PIK3CD	ATP5PB
2179	__Selenok	PPIG	SNRPA1	SRSF5	CD81
2180	DNPH1	__Nedd4l	__Atp6v0c	SRPK2	GATA3
2181	__Rcsd1	FAM174C	P4HA1	CCT5	__Rab8b
2182	__Gpx1	__Gna13	__Fam169b	MRPL12	DNPH1
2183	__Hectd1	ACP1	__Hnrnpa0	NIBAN1	ZNF282
2184	__Cuta	DDB1	__Tomm7	__Pabpn1	FMNL1
2185	__Gna13	U2SURP	__Bub3	__Pfkl	NFKB1
2186	__Wasf2	MAP2K3	CD37	MRPL52	HIGD2A
2187	NCOR1	PPP1CC	ATOX1	HDGF	PAK2
2188	TLE5	__Tmem256	__Grap	PDS5A	MT3
2189	__Fam169b	__Ndufb5	EIF3I	__Pcbp1	__Nktr
2190	SNRPA1	__Rcsd1	BABAM2	CAVIN3	SLTM
2191	PPP1CC	SEPTIN1	__Cct4	C19orf48	SIK3
2192	PGAP1	FLOT1	__Mt2	__Eif5	EXT1
2193	__Fkbp3	RBMX	__Ywhah	__Ndufs6	SRSF10
2194	TMPO	SSRP1	TNRC6B	ATRX	MOB3A
2195	__Vdac2	__Srebf2	REX1BD	__Kbtbd11	ARL6IP5
2196	__Bst2	GNB2	RFC1	__Arpp19	__Grap
2197	__Pcyt2	__Cct3	NGLY1	ANKH	__Itgb3
2198	PPIG	__Cd28	__Prc1	__Hist1h1e	__Grhpr
2199	__Cct4	NCOR1	__Rtraf	__Zfp292	KMT2A
2200	__Pik3cd	CDKAL1	__Atox1	TMOD3	CAVIN3
2201	ERO1A	MICOS10	MKLN1	SFI1	GRK2
2202	U2SURP	CXCL8	BSG	ICOS	__Cdc25b
2203	DGKI	DGKI	CEP85L	__Acvrl1	__Rrp1
2204	__Nedd4l	MRPS24	PAK2	SRSF4	PPP1CC
2205	HNRNPR	MANF	PPP1CC	N4BP2L2	SH3KBP1
2206	__Tent5a	MSN	__Hdac7	__Tpx2	__Atp6v0c
2207	__Tnrc6b	__Fkbp3	__Cdc25b	__Myl12a	__Eif3e
2208	__H1f0	SH3KBP1	SIK3	__Ndufa3	CD5
2209	POU2F2	SNRPB2	HP1BP3	__Cyp51	__Mtdh
2210	SH3KBP1	__Tesc	SH2D2A	GATA3	__Fbl
2211	__Cd28	ERP29	__Ppp1r12a	TANK	__Micos13
2212	__Taldo1	RABGAP1L	TBL1XR1	__Cd37	__Ass1
2213	__Prkch	__Gpx1	KRTCAP2	__Rpn2	NOL7
2214	GRAMD1B	RFC1	__Llph	HMGN3	NDUFB9
2215	__Slc9a3r1	TOMM20	MAF	__Rbm8a	__Nipbl
2216	LSM2	HNRNPR	RNF187	FAF1	__Spc24
2217	ITGAL	__Kif5b	__Ssrp1	SPCS1	PSMB7
2218	SRSF2	ZCCHC7	TPX2	TCEA1	__Me2
2219	CCT6A	GLO1	EXT1	__Snrnp70	HCST
2220	__Racgap1	__Lamtor2	__Lamtor2	__Pdcd4	MAP4
2221	MT1X	__Bst2	__Ssr2	SCD	__Ncaph2
2222	ATP5F1C	__Slc9a3r1	__Camk2d	__Arhgef3	__Psmd4
2223	__Kif5b	__Wasf2	__Wdr26	__Cox17	ELOC
2224	RBMX	SNRPA1	__Nktr	__Usp3	__Nedd4l
2225	PRDX6	LSM2	FMNL1	MIIP	__Metap2
2226	__Uqcrfs1	__Racgap1	BRK1	CTLA4	SHMT2
2227	__Mrpl18	MT-ND4L	SLTM	__Ncoa2	__Plekha2
2228	PRKCB	MRPL52	NDUFB9	__Samsn1	__Ssr2
2229	MAP2K3	__H1f0	__Mbd5	USP48	__Nhp2
2230	__Canx	DNPH1	GLO1	CISH	ENO2
2231	MICOS10	THRAP3	__Erp29	VTI1A	__Hnrnpm
2232	BACH2	KRTCAP2	LSM3	ENSA	SRSF2
2233	MSN	CDC42	NDUFB2	SNRPA	REX1BD
2234	__Srebf2	MT1E	WARS	__Ndufab1	__Eif5
2235	__Madd	ERO1A	MSN	CDC42	ERP29
2236	__Pdia3	__Serinc3	HMGN3	__Sumo1	GPHN
2237	MIIP	HCST	__Anapc11	__Tmed9	__Cyfip2
2238	__Hk1	SLTM	__Csnk2b	__Ywhab	__Pdia3
2239	METAP2	__Pdia3	__Srsf5	__Rtn3	CARD11
2240	RABGAP1L	__Mrpl18	HSPB1	__Dennd5a	__Ankrd17
2241	POLD2	USP34	__Wasf2	EIF3M	__H2-T22
2242	GLO1	__Tax1bp1	LSM2	__Tecpr1	NDUFB2
2243	__Tax1bp1	ITGAL	CD81	__Hspa4	__Ndufab1
2244	__Fbl	HIGD2A	__Acvrl1	LUC7L2	__Atp2b1
2245	THRAP3	__Pcyt2	__Spc24	__Myh9	PSMA4
2246	CD48	__Hk1	EZH2	PHIP	CEP85L
2247	UBE2L3	__Cuta	__Srp9	__Fam169b	__Llph
2248	SNRPC	RYBP	__Ncaph2	__Sdhb	__Pfkl
2249	__Nsd2	__Vdac2	__Ankrd17	CLASP1	DDX18
2250	SNRPB2	__Nsd2	SRSF5	DPYD	__Zfand6
2251	GATA3	POLD2	PDIA3	__Zfand6	TBL1XR1
2252	__Serinc3	SRSF2	__Gnb1	ZBTB20	LSM2
2253	__Lamtor2	__Samsn1	__Kif11	CCNB1	__Taldo1
2254	__Brk1	UBE2L3	SLIRP	PDIA3	SARS
2255	__Cst3	__Canx	SRSF10	PTP4A2	__Gnb1
2256	__Sae1	__Tent5a	ARL6IP5	__Cdkn1a	__Tmpo
2257	KRTCAP2	__Dnajc8	__Me2	__Selplg	__Tnfsf8
2258	ZCCHC7	CCT6A	MAP2K2	__Manf	__Psenen
2259	CDC42	CD5	TRAF3IP3	BPTF	SRSF5
2260	HIGD2A	SREBF2	RNPS1	__Cdc20	UBE2V1
2261	PMF1	GATA3	DDX18	DNPH1	__Rtf1
2262	SMC2	SMC2	__Cox17	__Ndufc2	__Sin3b
2263	GNB2	__Madd	DLEU2	__Odc1	SPCS1
2264	RFC1	__Cct4	PLP2	CAPZA1	PRDX6
2265	__Tap1	SNRPC	UBE2V1	USP47	GLO1
2266	CDKAL1	PRKCH	__Cd37	__Anp32e	TNRC6B
2267	__Ssb	__Zfand6	CCNB1	ENO2	CD37
2268	__Ndufab1	__Uqcrfs1	SARS	__Aco2	RFC1
2269	SLTM	CAMK4	__Gimap6	__Fam172a	__Anapc11
2270	SH2D2A	__Taldo1	__Grhpr	__Tmed10	LSM14A
2271	__Prdx6	ATP5F1C	__Ywhab	NDUFA1	PSMC3
2272	CD5	WDR1	__Taldo1	PSMB4	SAP18
2273	RYBP	__Ssb	ERP29	RFC1	__Csk
2274	__Ubxn1	__Tra2b	DNPH1	MRPS21	ITPR2
2275	GNB1	MIIP	__Lig1	MKLN1	__Mbd5
2276	CAMK4	C11orf58	GATA3	__Stag1	__Glrx3
2277	DDX17	RNMT	__Ubxn1	__Glrx3	MT1E
2278	__Bub3	__Sae1	MIIP	__Srsf5	__Sae1
2279	__Tmem256	TLE5	SH3KBP1	__Vps28	__Ppp1cc
2280	RPS19BP1	__Hnrnpm	__Pcbp1	__Ppp1cc	__Eif3d
2281	__Zfand6	DDX17	ITPR2	FDFT1	MRPS6
2282	__Ncaph2	PMF1	__Ndufab1	NDUFB7	RPS19BP1
2283	__Dnajc8	__Zap70	SF3B5	JMJD1C	LSM3
2284	PRKCH	KMT2C	SFMBT2	__Taldo1	BRK1
2285	__Tpx2	MRPS6	PSMB7	SPOCK2	ST8SIA4
2286	EWSR1	__Prdx6	RAB8B	PAFAH1B1	MSN
2287	__Aldoc	GNB1	MTFP1	GLO1	CLPP
2288	FURIN	__Tpx2	__Zfand6	NDUFS7	RALY
2289	WDR1	__Bub3	NUSAP1	RPS19BP1	__Rtraf
2290	ERH	__Ndufab1	__Cblb	__S100a11	RAPGEF1
2291	USP34	PRDX6	RPS6KA5	LONP1	__Tsn
2292	__Ssr2	__Brk1	ST8SIA4	PDE7A	SLC38A2
2293	HCST	ERH	__Fut8	__Ppp1r12a	__Cblb
2294	WDR83OS	__Rab8b	__Cd247	CENPP	ATOX1
2295	GRK3	ATOX1	__Bst2	__Camk2d	NDUFS7
2296	NCOA3	__Fbl	SAP18	MYCBP2	HERPUD1
2297	AP2S1	__Cd247	ATP5ME	PCBP1	__Cenpe
2298	__Ssrp1	GK	SPCS1	PKIA	PDIA3
2299	SREBF2	EWSR1	__Nedd4l	__Gpsm3	__Wdr26
2300	__Jak1	__Ubxn1	__Gphn	JTB	__Srp72
2301	CD37	SLC38A1	ESYT2	PSMA2	__Tmem234
2302	__H2-T22	__Me2	YWHAZ	__Pcgf5	GTDC1
2303	KMT2C	__Jak1	PRDX6	PPP6R3	SFMBT2
2304	MRPL52	WDR83OS	ZNF282	PPP1CC	SF3B5
2305	__Lig1	NUSAP1	__Tpx2	TMEM123	SKP1
2306	__Acvrl1	__Mrpl33	__Nipbl	TXNL4A	__Vdac2
2307	AK2	__Tap1	__Ier3ip1	ST13	__Acvrl1
2308	__Glrx3	__Smchd1	GLS	__Psma3	MRPL52
2309	__Hnrnpm	__Ywhab	__Ptbp1	__Tuba1a	__Klf13
2310	__Zap70	__Csnk2b	__Sin3b	__Nsmce1	DLEU2
2311	SPCS1	CSNK1A1	__Cyfip2	__Ckap5	__Gphn
2312	NDUFS7	FURIN	__Il2rg	STK10	__Ubxn1
2313	__Csnk2b	__Atp11b	__Arid5b	__Iqgap2	RPS6KA5
2314	__Rab8b	__Enah	SKP1	__H2-Ab1	__Gpr132
2315	C11orf58	AK2	__Fus	__Rp9	__Srsf11
2316	__Rtraf	__Pafah1b1	RPS19BP1	PRDX6	TIMM13
2317	__Srp72	__Atp2b1	GK	__Fus	__Rangap1
2318	MRPS6	__H2-T22	__Nhp2	EIF3B	__Tax1bp1
2319	__Klf2	SH2D2A	ILF2	LSM2	UBR5
2320	__Smchd1	NCOA3	STK17B	__Rap1gds1	__Fut8
2321	CSNK1A1	__Ssrp1	__Pik3cd	ANXA11	__Tecpr1
2322	SRSF5	__Ncaph2	GTDC1	GPSM3	__Rpn2
2323	PTGIR	__Ndufb1-ps	PHTF2	__Tomm7	__Tnrc6b
2324	MT-ND4L	SHMT2	RNMT	__Snd1	__Kif11
2325	__Atp2b1	__Acvrl1	__Vdac2	CDC37	HSPA9
2326	RNMT	CD37	__Wipf1	ZC3HAV1	__Bst2
2327	__Enah	__Aldoc	__Sae1	__Cct8	MRPL12
2328	SNX9	SRSF5	__Mrpl52	__Ywhaz	__Cuta
2329	__Tra2b	SNX9	SRSF2	__Hdac7	__Nsd2
2330	__Cd247	PDIA3	MRPL12	__Csnk2b	__Ywhah
2331	SHMT2	__Ssr2	CARD11	GSTO1	P4HA1
2332	__Ywhab	GRAMD1B	__Prdx6	__Gm26917	EZH2
2333	TBC1D5	__Srp72	__Rrp1	MCM7	__Mrpl33
2334	__Grap	__Cbx3	__Klf13	__Prmt1	RNMT
2335	ATOX1	PTGIR	C19orf48	MT3	__Mt2
2336	PSMB5	__Glrx3	__Sumo1	TFRC	ESYT2
2337	__Sars	__Cst3	__Mtpn	__Lamtor2	__Prpf40a
2338	__Me2	SPCS1	ERO1A	KRTCAP2	__Ywhab
2339	__Anapc11	CD48	__Zap70	__Msi2	__Cd247
2340	__Clcn3	TBC1D5	__Tra2b	RDX	__Ppp1r14b
2341	AUH	__Atox1	__Srebf2	DDX21	ASPM
2342	__Rasgrp1	__Ndufa11	RALY	__Ubxn1	CDC42
2343	PDIA3	__Eif3e	SPOCK2	__Arid1b	__Sumo1
2344	ARL6IP5	__Psenen	ATP5PB	TCF25	KRTCAP2
2345	UBE2V1	__Klf2	__Rpn2	__Prc1	RTRAF
2346	SLC38A1	RPS19BP1	__Cuta	__Hp1bp3	TCF25
2347	__Eif3e	ARL6IP5	__Ccr7	__Hmgcr	AP2S1
2348	CREM	NDUFB2	NDUFS7	__Psmd8	__Lamtor2
2349	MICAL2	MICAL2	__Cdca3	__Ap2s1	__Fnip1
2350	__Slc2a3	UBE2V1	__Prkch	KCNQ5	__Tesc
2351	__Eif5	BCL2L1	TIMM13	SH3KBP1	CYC1
2352	__Pafah1b1	FOXO1	BANF1	__Glud1	__Manf
2353	__Ndufa11	HNRNPA0	CALR	PDAP1	__Gimap6
2354	__Slbp	__Clcn3	__Fnip1	SRSF2	__Cd37
2355	NUSAP1	__Hdgf	__Psmd4	PDIA6	__Prkch
2356	__Llph	__Slbp	GRK2	CD53	FDFT1
2357	__Psenen	GNG2	RNF145	TMEM160	CREM
2358	__Cbx3	__Slc2a3	AP2S1	RNF145	SPOCK2
2359	__Rangap1	TNFRSF1B	__Eif5	COMMD6	__Lrrc8c
2360	TRAF3IP3	__Ndufa12	CD48	NDUFA6	__Srsf7
2361	GK	__Lig1	WNK1	__Tmpo	PLP2
2362	AL136962.1	__Rtraf	__Vasp	__Hcls1	__Ptbp1
2363	RTRAF	ELOC	__Lrrc8c	__Eif4g2	__Csnk2b
2364	NDUFB2	AUH	UBR5	__Atp6v0c	VCP
2365	HNRNPA0	CAB39	STAT5A	__Sae1	__Wipf1
2366	__Srsf7	WIPF1	__Rtf1	MSN	__Cct8
2367	__Hdgf	AP2S1	__Tnrc6b	WARS	UQCRC1
2368	__Samsn1	__Ifngr1	SNHG8	__Prpf40a	RNF187
2369	__Grhpr	TCF25	RAPGEF1	__Cd247	MCM7
2370	SAP18	AL136962.1	__Glrx3	BABAM2	__Tent5a
2371	__Cd37	NDUFS7	__Metap2	__Lars2	JTB
2372	__Atp11b	__Rasgrp1	__Gna13	AP2S1	__Chd2
2373	SF3B5	POLR2L	ENSA	__Ube2v1	__Pik3cd
2374	__Ndufa12	CREM	TCF25	__Usp34	__Samsn1
2375	BCL2L1	__Arid5b	HSPA9	ZNF638	PHTF2
2376	WIPF1	TOP1	PSMD7	STT3B	__Pvt1
2377	__AW112010	MTRNR2L12	USP34	ERP29	__Atox1
2378	MT1E	ANKRD17	CKS2	__Cenpe	MTFP1
2379	FOXO1	__Llph	__Arf1	__Slc16a3	BACH2
2380	PSMC1	RASGRP1	MDH1	__Iqgap1	TMEM160
2381	GNG2	__Ndufc1	RGS10	ZNF148	TOP1
2382	CAVIN3	RNF145	__Tnfsf8	__Atp2b1	PNISR
2383	MIB1	__Grap	__Hdgf	TNFRSF8	PPM1G
2384	__Rap1b	PRKDC	PIM1	REX1BD	CCT5
2385	TNFRSF1B	PSMB5	IQGAP2	LUC7L3	HSPB1
2386	__Atox1	__Sars	__Ndufa11	RNMT	__Ddx24
2387	__Vars	SAP18	PSMB5	SSR3	__Nsmce1
2388	RAMP1	__Macf1	WDR83OS	RTRAF	C19orf48
2389	TOP1	MBD5	MRPS21	SLC7A5	RAMP1
2390	HK1	PSMC1	MCM7	__Rnasek	RNF145
2391	ELOC	__Fus	__Fasn	__Nedd4l	BANF1
2392	__Ifngr1	WAC	CISH	EIF3A	__Zap70
2393	ANKRD17	MIB1	__Serinc3	__Lbr	__Ccr7
2394	__Sp110	__Sp110	__Manf	FMNL1	__Prdx6
2395	__Psmd4	TRAF3IP3	CREM	CREM	__Plcl2
2396	__Rab2a	BRK1	__Eif3d	GSTK1	__Srp9
2397	__Slfn2	__Rangap1	__Nsd2	__Adamts6	USP34
2398	__Pfkl	__Cd37	PCBP2	JAK1	HDAC7
2399	PPM1G	__Eif5	CSNK1A1	SRSF10	__Tra2b
2400	WAC	__Ddx24	__Nsmce1	NINJ1	GSTK1
2401	TIMP1	ZEB1	FTX	ASXL1	__Mtpn
2402	CAB39	SEC62	JTB	__Chmp2a	__Fus
2403	MCM7	__Metap2	FURIN	POLR2E	__Pcbp1
2404	__Mrpl33	__Anapc11	CLPP	GHITM	__Ndufc1
2405	__Rpn2	HDAC7	MED13L	__Atp5g1	SLIRP
2406	ILF2	SNHG8	TMEM160	RGS10	GLS
2407	__Ncor1	ITK	__Plcl2	PIM1	__Cdca3
2408	MRPL12	SIPA1L1	PRKCB	KANSL1	WNK1
2409	__Ckb	PPM1G	__Atp2b1	BTBD9	STK17B
2410	SPOCK2	__Srsf7	CD53	__Pycard	STAT5A
2411	__Arid5b	__Uqcrc1	__Rab2a	__Srsf7	ERO1A
2412	__Nhp2	ARID4B	__Aco2	HERC4	__Gna13
2413	__Macf1	MCM7	__Nras	__Hnrnpc	RAB8B
2414	ARID4B	SPOCK2	BHLHE40	__Phb2	__Vps28
2415	__Sin3b	__Rap1b	EXOC4	__Socs1	DGKI
2416	__Ddx24	SF3B5	__Pafah1b1	__Atp5md	PSMD4
2417	__Fus	__Rab2a	RTRAF	HDAC7	__Prmt1
2418	__Fabp5	__Mrpl52	NOL7	PPP2R5C	MED13L
2419	BRK1	__Srsf5	__Ndufa3	ATF4	ENSA
2420	SIPA1L1	__Psmd4	__Srsf11	__Srp72	__Il2rg
2421	__Nsmce1	__Tnfsf8	SREBF2	FARS2	__Sars
